event,det,row,col,a00,a01,a02,a03,a04,a05,a06,a07,a08,a09,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29
2,23,4,20,9,10,11,11,9,9,9,9,11,12,16,33,78,133,201,245,183,124,90,73,63,54,44,39,38,35,34,32,28,28
2,23,4,21,8,9,10,8,11,9,8,10,9,10,29,59,59,51,41,34,28,23,21,20,18,18,17,17,18,14,16,13,12,15
2,23,4,22,9,11,9,9,10,10,9,10,9,9,12,14,11,13,12,11,10,10,9,10,9,9,8,10,12,11,8,11,9,12
2,23,5,20,11,10,8,11,8,10,10,9,9,13,16,13,12,13,13,10,10,9,8,10,12,12,10,9,11,11,11,11,9,11
2,23,5,21,11,10,12,11,9,11,11,9,12,30,67,59,45,32,26,20,20,17,18,17,16,16,14,12,13,14,16,14,15,14
2,23,5,22,9,10,9,9,10,10,10,10,11,56,135,126,83,54,43,36,30,27,25,22,23,20,20,18,18,16,18,16,16,16
2,23,5,23,11,8,10,11,8,9,8,11,13,17,47,82,85,73,60,53,40,33,29,25,23,21,22,19,20,18,16,17,16,16
2,23,5,24,10,10,9,9,10,8,12,10,10,10,13,18,37,63,122,154,134,106,90,77,74,71,61,53,43,37,33,29,32,28
2,23,5,25,9,9,13,9,12,10,10,11,11,12,13,9,12,10,23,36,42,42,52,56,69,75,66,51,39,29,25,26,24,23
2,23,5,26,13,9,9,11,12,12,12,9,10,11,12,10,10,8,9,11,11,10,12,11,11,11,11,11,13,10,10,10,8,12
2,37,15,33,14,19,21,21,18,18,14,15,16,18,18,16,16,19,21,21,24,26,30,35,38,36,29,22,20,19,18,16,17,15
2,37,15,34,48,140,155,130,109,92,77,74,71,68,64,58,58,64,75,77,78,87,94,99,106,93,69,53,44,39,38,35,33,30
2,37,15,35,25,53,58,47,40,33,28,24,26,22,24,22,20,19,19,23,21,21,22,20,20,21,18,13,16,14,12,13,13,12
2,37,15,35,25,53,58,47,40,33,28,24,26,22,24,22,20,19,19,23,21,21,22,20,20,21,18,13,16,14,12,13,13,12
2,38,15,34,12,12,14,11,13,10,10,11,14,16,12,15,14,15,16,19,15,17,18,20,18,17,15,15,13,12,12,12,13,13
2,38,15,35,48,79,67,47,40,34,38,50,53,84,73,57,51,62,78,74,65,56,54,55,60,50,39,33,28,28,26,26,21,23
2,38,15,35,48,79,67,47,40,34,38,50,53,84,73,57,51,62,78,74,65,56,54,55,60,50,39,33,28,28,26,26,21,23
2,38,15,36,34,59,48,35,26,25,23,27,28,32,31,25,22,23,24,26,20,20,19,17,16,17,18,17,13,13,13,12,13,14
2,38,15,36,34,59,48,35,26,25,23,27,28,32,31,25,22,23,24,26,20,20,19,17,16,17,18,17,13,13,13,12,13,14
2,39,14,35,10,10,11,11,8,11,11,9,10,12,12,11,10,10,9,14,10,10,13,9,9,9,10,11,9,9,9,13,13,10
2,39,14,35,10,10,11,11,8,11,11,9,10,12,12,11,10,10,9,14,10,10,13,9,9,9,10,11,9,9,9,13,13,10
2,39,14,36,40,63,51,36,34,63,76,72,58,43,38,36,36,31,27,25,24,22,22,18,15,18,18,16,16,15,15,11,13,15
2,39,14,36,40,63,51,36,34,63,76,72,58,43,38,36,36,31,27,25,24,22,22,18,15,18,18,16,16,15,15,11,13,15
2,39,14,37,61,95,71,50,41,61,71,62,52,41,34,31,30,30,25,23,22,20,19,19,16,17,16,17,17,14,13,12,13,15
2,39,14,37,61,95,71,50,41,61,71,62,52,41,34,31,30,30,25,23,22,20,19,19,16,17,16,17,17,14,13,12,13,15
2,39,14,38,11,16,13,10,12,11,11,10,10,11,9,9,10,10,10,10,10,12,14,10,13,11,10,8,10,12,11,8,10,11
2,39,15,35,11,9,9,9,10,10,9,10,11,13,24,33,30,29,29,36,33,30,25,27,26,25,23,21,18,16,14,14,15,16
2,39,15,35,11,9,9,9,10,10,9,10,11,13,24,33,30,29,29,36,33,30,25,27,26,25,23,21,18,16,14,14,15,16
2,39,15,36,11,8,11,11,10,9,11,9,11,17,97,167,152,119,111,141,126,97,81,80,75,70,63,56,46,41,35,33,30,29
2,39,15,36,11,8,11,11,10,9,11,9,11,17,97,167,152,119,111,141,126,97,81,80,75,70,63,56,46,41,35,33,30,29
2,39,15,37,8,11,8,9,11,9,11,9,10,11,21,27,27,23,19,22,22,17,14,16,17,16,16,12,13,11,12,14,12,10
2,39,15,37,8,11,8,9,11,9,11,9,10,11,21,27,27,23,19,22,22,17,14,16,17,16,16,12,13,11,12,14,12,10
2,102,9,139,10,10,7,10,10,9,10,10,9,10,10,10,11,8,10,10,9,10,11,9,13,11,12,13,10,13,12,9,10,11
2,102,9,140,10,10,9,9,9,8,8,7,11,12,10,10,8,8,11,10,8,10,9,13,33,60,49,33,26,22,20,17,17,16
2,102,9,141,12,11,8,11,11,9,10,10,9,12,8,7,10,11,9,11,10,9,11,17,47,69,54,34,27,20,19,17,18,14
2,102,9,142,7,8,11,11,11,10,10,13,10,11,10,12,12,8,10,10,9,10,9,11,12,14,12,12,12,10,9,12,10,9
2,133,10,24,12,10,9,10,9,12,10,9,9,9,11,10,11,10,10,12,9,9,10,10,10,14,11,13,11,10,12,10,11,10
2,133,10,25,10,12,10,10,7,10,12,9,13,9,12,11,10,10,12,10,9,12,13,18,34,39,32,23,17,13,14,14,17,13
2,133,10,26,8,12,10,9,9,11,11,11,9,9,9,12,8,9,9,11,10,12,26,61,81,71,47,33,26,25,20,19,19,16
2,133,10,27,8,8,11,11,10,8,9,9,11,8,10,11,9,10,10,14,26,46,58,62,58,49,37,29,22,24,19,19,19,17
2,133,10,28,12,10,7,10,10,9,9,12,10,10,9,9,10,14,18,26,50,60,51,38,31,28,21,19,19,17,17,15,15,15
2,133,10,29,8,10,13,9,11,10,13,9,9,9,10,10,19,48,64,52,40,31,25,19,21,17,16,19,14,15,16,14,14,13
2,133,10,30,12,9,8,8,11,10,8,13,10,12,23,123,256,241,175,114,80,65,54,47,42,40,37,35,31,29,27,26,23,24
2,133,10,31,9,12,8,11,11,9,10,9,10,12,68,494,923,811,584,386,261,199,163,143,127,113,105,98,91,80,76,71,66,62
2,133,10,32,10,12,11,10,11,12,11,11,13,19,34,90,136,117,90,63,49,38,33,29,28,27,24,23,21,19,20,18,20,19
2,133,10,33,10,9,10,10,11,10,15,17,31,29,26,23,18,17,14,15,13,13,13,12,10,14,14,13,12,12,9,13,9,11
2,133,10,34,11,9,11,13,32,81,99,73,54,40,31,26,26,23,20,20,18,16,19,17,15,17,14,17,14,13,14,11,13,13
2,133,10,35,11,11,11,31,141,278,229,144,92,68,56,47,42,39,36,34,33,30,28,27,28,24,23,23,19,18,19,18,17,18
2,133,10,35,11,11,11,31,141,278,229,144,92,68,56,47,42,39,36,34,33,30,28,27,28,24,23,23,19,18,19,18,17,18
2,133,10,36,9,11,16,68,122,110,75,50,38,28,27,26,24,22,21,20,19,20,17,18,16,15,17,15,14,16,13,13,13,13
2,133,10,36,9,11,16,68,122,110,75,50,38,28,27,26,24,22,21,20,19,20,17,18,16,15,17,15,14,16,13,13,13,13
2,133,10,37,10,16,37,51,45,33,23,21,19,17,17,14,12,16,15,13,13,13,14,14,8,12,11,11,11,12,13,11,11,11
2,133,10,37,10,16,37,51,45,33,23,21,19,17,17,14,12,16,15,13,13,13,14,14,8,12,11,11,11,12,13,11,11,11
2,133,10,38,16,29,39,39,33,22,19,16,16,14,14,13,11,15,13,15,13,14,13,11,12,13,12,10,9,12,10,12,12,13
2,133,10,39,43,70,50,34,25,22,18,17,15,14,16,15,16,15,14,11,13,14,10,12,12,12,14,11,11,12,14,10,9,12
2,133,10,40,50,70,48,31,24,23,17,17,16,17,15,16,15,15,11,11,13,14,12,13,13,12,12,12,13,10,10,10,10,10
2,133,10,41,32,68,50,35,24,22,17,17,15,14,15,14,15,14,13,14,15,13,12,13,13,13,12,10,12,10,11,12,13,11
2,133,10,42,12,16,17,13,14,12,10,13,11,9,9,9,11,9,11,10,9,11,11,12,11,11,10,12,11,10,10,10,11,10
2,133,11,116,10,10,10,11,8,9,9,11,11,11,12,9,10,9,11,10,10,10,10,10,10,7,11,9,9,10,12,9,8,10
2,133,11,117,24,49,42,28,21,19,16,15,15,13,15,13,14,14,12,12,12,11,12,10,14,11,11,11,9,10,12,11,11,11
2,133,11,118,112,184,131,79,57,41,37,33,28,27,24,24,23,21,21,20,19,17,17,17,15,15,17,13,13,15,14,14,13,14
2,133,11,119,124,172,117,73,49,38,31,34,27,28,25,23,21,21,21,17,20,15,19,17,16,15,17,14,14,13,14,16,11,14
2,133,11,120,46,97,106,88,63,49,38,31,27,25,24,23,20,21,22,17,18,18,15,16,18,15,14,17,14,12,16,15,13,13
2,133,11,121,12,21,42,80,103,109,99,76,53,39,33,30,26,25,26,22,22,20,20,20,18,18,16,16,15,14,12,14,14,14
2,133,11,122,80,186,149,101,95,158,217,176,115,82,65,56,51,45,41,38,35,34,31,29,28,28,27,22,24,22,21,21,20,21
2,133,11,123,273,677,593,388,270,253,303,287,229,175,140,117,104,90,88,79,69,65,61,56,53,49,45,43,40,38,34,32,31,30
2,133,11,124,145,278,227,145,98,82,73,84,105,127,136,127,108,82,66,55,47,43,40,37,34,31,32,28,27,28,24,25,20,20
2,133,11,125,15,20,18,13,13,12,11,14,17,33,71,184,272,224,163,120,92,76,63,54,47,43,39,37,35,32,30,28,28,26
2,133,11,125,15,20,18,13,13,12,11,14,17,33,71,184,272,224,163,120,92,76,63,54,47,43,39,37,35,32,30,28,28,26
2,133,11,126,9,12,11,10,10,12,11,10,9,11,15,39,82,125,164,162,135,93,67,53,45,39,36,32,32,29,28,25,24,23
2,133,11,126,9,12,11,10,10,12,11,10,9,11,15,39,82,125,164,162,135,93,67,53,45,39,36,32,32,29,28,25,24,23
2,133,11,127,9,11,7,7,8,11,9,11,10,11,12,7,11,19,40,94,163,146,104,76,54,45,38,33,30,29,26,25,24,24
2,133,11,127,9,11,7,7,8,11,9,11,10,11,12,7,11,19,40,94,163,146,104,76,54,45,38,33,30,29,26,25,24,24
2,133,11,128,9,9,9,10,11,10,11,12,9,9,10,10,11,7,10,32,87,155,232,214,157,111,82,65,53,46,43,40,37,36
2,133,11,129,11,9,10,9,10,10,12,9,12,10,10,10,9,9,9,12,12,30,68,91,126,127,95,67,51,40,35,31,29,26
2,133,11,130,13,7,10,11,9,9,11,9,10,11,12,11,11,6,13,10,10,10,9,13,19,22,23,20,15,15,13,14,13,14
2,133,11,131,11,10,11,11,10,9,10,9,11,10,8,10,8,10,10,10,10,11,11,10,11,10,11,10,10,8,12,10,10,6
2,264,8,1,24,52,78,107,107,141,177,173,136,92,66,55,47,42,39,35,34,31,29,29,25,24,23,25,21,21,20,17,20,18
2,264,8,2,297,517,484,412,304,231,203,177,146,116,99,89,77,72,65,61,56,54,49,48,43,42,38,36,35,31,29,26,27,25
2,264,8,3,437,795,598,358,232,168,138,115,103,93,82,75,72,67,61,56,52,48,45,44,42,35,35,33,32,30,28,28,26,24
2,264,8,4,51,108,88,54,40,30,26,20,21,21,18,19,17,16,15,16,15,12,15,15,15,14,12,15,10,15,11,12,13,12
2,265,9,6,10,10,9,10,11,10,10,10,8,9,10,11,11,8,11,9,9,10,9,10,9,10,8,12,11,10,14,11,12,10
2,265,9,7,11,11,10,11,11,9,10,10,13,10,11,12,14,14,11,15,17,17,17,17,14,13,13,13,16,17,29,46,57,44
2,265,9,8,9,11,8,15,21,20,21,18,21,19,20,29,50,46,39,51,66,70,61,49,37,32,29,32,33,34,45,78,86,67
2,265,9,9,10,10,11,11,19,17,18,18,16,14,15,15,23,21,17,17,22,20,18,14,15,15,15,11,15,11,17,15,17,12
2,265,9,16,10,9,9,10,10,10,12,12,10,12,10,10,10,9,10,10,10,11,11,10,8,11,10,9,9,9,12,12,9,11
2,265,9,17,9,8,10,11,11,11,11,8,12,10,10,10,11,9,10,10,10,10,8,12,13,8,8,12,10,11,13,11,9,11
2,265,9,17,9,8,10,11,11,11,11,8,12,10,10,10,11,9,10,10,10,10,8,12,13,8,8,12,10,11,13,11,9,11
2,265,9,18,9,10,9,9,10,11,10,10,12,10,10,11,11,12,10,10,10,9,9,10,9,19,54,181,308,362,402,377,283,227
2,265,9,18,9,10,9,9,10,11,10,10,12,10,10,11,11,12,10,10,10,9,9,10,9,19,54,181,308,362,402,377,283,227
2,265,9,19,10,10,10,11,10,10,10,9,9,10,11,16,14,13,21,26,29,35,51,74,89,110,206,463,652,727,804,702,499,360
2,265,9,19,10,10,10,11,10,10,10,9,9,10,11,16,14,13,21,26,29,35,51,74,89,110,206,463,652,727,804,702,499,360
2,265,9,20,12,17,19,28,54,108,126,116,117,140,185,182,177,219,296,324,293,301,374,465,490,424,394,403,379,347,334,283,222,178
2,265,9,21,33,105,141,149,206,295,288,220,177,155,150,129,113,107,103,93,82,75,69,68,65,59,50,46,38,38,32,31,29,26
2,265,9,22,250,578,527,381,282,226,183,145,118,99,90,79,76,69,60,56,52,50,45,43,38,39,35,36,31,30,26,28,24,25
2,265,9,23,124,268,206,128,83,64,49,48,39,36,33,34,29,29,22,22,23,22,20,20,18,19,17,18,20,17,14,15,12,14
2,265,9,24,11,9,10,10,11,11,11,11,11,12,8,10,10,10,11,9,9,12,10,11,8,11,10,11,8,9,9,9,9,11
2,265,10,1,217,363,260,163,110,81,65,56,52,47,45,41,37,34,34,30,30,27,27,24,26,22,21,23,22,21,21,25,25,26
2,265,10,2,32,53,42,31,25,22,19,21,27,25,22,25,31,31,25,25,22,25,23,24,30,30,26,25,23,26,72,141,159,180
2,265,10,3,38,53,45,39,36,31,25,26,41,38,35,35,44,39,32,30,32,33,29,30,30,31,29,33,32,32,40,62,65,68
2,265,10,4,33,51,36,28,25,23,18,18,19,21,19,20,19,16,17,25,70,117,92,60,45,53,87,141,139,105,91,91,88,94
2,265,10,5,9,8,10,9,12,10,9,11,10,10,9,11,10,10,10,13,12,21,16,13,12,15,17,19,20,16,15,15,16,15
2,265,10,7,10,14,12,10,11,10,11,12,12,10,12,12,10,12,11,9,11,10,8,10,7,11,12,7,10,9,11,12,10,10
2,265,10,8,33,47,36,27,18,19,18,17,14,15,15,14,13,15,15,14,12,11,11,14,11,10,8,9,10,10,11,11,11,11
2,265,10,9,29,43,34,24,20,16,13,17,12,13,14,14,11,14,12,12,13,12,10,12,11,13,9,12,12,11,12,8,10,10
2,265,10,10,11,11,11,10,9,9,11,8,9,10,10,10,10,8,12,10,11,10,7,9,10,9,10,11,10,11,10,9,8,10
2,265,11,3,20,32,29,27,32,30,26,25,21,25,31,36,32,29,26,22,16,19,17,17,14,13,14,13,13,13,13,14,11,11
2,265,11,4,92,188,158,124,129,109,87,74,64,69,90,104,86,69,61,52,47,40,36,33,32,31,23,26,25,21,22,22,18,21
2,265,11,5,34,62,52,39,35,30,26,24,19,20,23,22,20,18,17,17,18,12,15,15,13,14,13,13,14,12,13,12,12,14
2,266,8,35,9,10,9,10,10,10,11,12,10,12,12,11,10,9,10,10,11,13,27,88,152,127,80,54,40,35,30,29,26,25
2,266,8,35,9,10,9,10,10,10,11,12,10,12,12,11,10,9,10,10,11,13,27,88,152,127,80,54,40,35,30,29,26,25
2,266,8,36,11,11,11,10,12,9,10,8,9,10,10,10,15,28,57,94,185,341,651,1023,1023,1023,857,557,411,340,289,253,228,207
2,266,8,36,11,11,11,10,12,9,10,8,9,10,10,10,15,28,57,94,185,341,651,1023,1023,1023,857,557,411,340,289,253,228,207
2,266,8,37,10,11,11,11,9,11,9,9,10,24,56,177,469,960,1023,1023,1023,1023,1023,1023,1023,1017,726,551,455,393,352,318,285,262
2,266,8,37,10,11,11,11,9,11,9,9,10,24,56,177,469,960,1023,1023,1023,1023,1023,1023,1023,1017,726,551,455,393,352,318,285,262
2,266,8,38,12,11,8,10,19,74,205,342,492,906,1023,1023,1023,1023,1023,1023,1023,925,756,637,549,486,435,391,358,327,302,278,255,235
2,266,8,39,24,56,101,165,437,1023,1023,1023,1023,1023,1023,1023,1023,995,781,621,520,454,408,369,335,307,282,259,236,219,200,186,169,156
2,266,8,40,775,1023,1023,1023,1023,1023,1023,1023,1023,771,620,522,455,404,364,332,303,279,258,236,218,200,182,168,153,142,131,121,112,98
2,266,8,41,1023,1023,1023,1023,1023,883,716,590,500,439,394,357,326,298,271,251,232,213,198,180,165,151,140,126,118,108,101,90,83,79
2,266,8,42,320,838,719,426,260,186,148,126,109,100,91,82,77,70,65,62,58,53,51,46,44,41,37,35,35,30,29,28,26,24
2,266,9,13,11,9,11,11,10,12,10,8,8,9,11,9,10,9,10,9,11,11,10,12,11,12,10,12,8,9,11,11,12,8
2,266,9,14,10,10,11,10,11,11,9,11,11,10,11,15,14,12,15,17,22,23,21,27,39,40,32,23,20,17,17,16,14,16
2,266,9,15,12,14,11,13,16,17,28,39,42,37,56,85,70,53,48,66,72,62,54,48,55,49,42,35,32,26,24,24,22,21
2,266,9,16,34,69,72,59,64,60,80,91,78,63,62,71,59,45,38,35,36,32,27,28,27,24,22,20,19,19,16,17,17,18
2,266,9,17,25,36,32,26,20,18,23,17,19,17,14,14,12,14,11,12,12,12,13,11,12,12,9,9,12,11,11,11,10,16
2,266,9,17,25,36,32,26,20,18,23,17,19,17,14,14,12,14,11,12,12,12,13,11,12,12,9,9,12,11,11,11,10,16
2,266,9,18,9,11,12,9,11,10,10,11,8,11,9,10,13,9,9,8,11,10,9,9,13,10,10,10,7,9,9,10,11,10
2,266,9,18,9,11,12,9,11,10,10,11,8,11,9,10,13,9,9,8,11,10,9,9,13,10,10,10,7,9,9,10,11,10
2,266,10,8,10,10,11,10,9,10,8,10,12,9,8,9,10,11,8,10,11,12,13,16,16,15,15,12,10,12,14,11,11,13
2,266,10,9,8,8,9,10,10,9,11,12,15,12,14,19,24,29,35,37,43,52,53,54,55,55,43,36,28,26,24,22,20,18
2,266,10,10,15,26,25,32,46,42,40,61,59,50,57,61,64,70,67,61,54,51,44,41,36,33,28,27,23,21,22,19,21,20
2,266,10,11,54,134,122,104,107,85,67,63,53,46,41,38,35,30,28,27,26,23,21,20,18,19,18,18,15,16,17,14,13,14
2,266,10,12,19,37,35,28,24,16,13,14,15,13,14,13,13,15,10,11,11,10,12,11,11,10,11,11,11,12,14,11,11,11
2,266,11,5,12,20,20,18,18,18,19,20,18,19,16,18,16,17,15,16,17,18,19,18,21,17,16,16,15,13,12,15,11,9
2,266,11,6,70,156,176,147,121,127,127,137,132,120,121,111,106,99,100,118,116,123,135,136,143,124,98,77,64,55,49,45,43,39
2,266,11,7,28,54,63,56,46,49,51,53,56,51,52,47,46,43,45,49,52,53,58,62,60,54,44,35,31,28,25,23,22,20
2,267,9,21,8,9,11,6,13,11,9,11,8,11,10,10,13,10,11,10,14,13,17,17,18,16,13,13,13,11,12,13,12,12
2,267,9,22,11,9,10,9,9,12,12,14,14,21,23,26,26,28,34,39,41,46,68,77,67,48,35,29,25,23,23,21,22,19
2,267,9,23,47,86,68,43,45,57,56,55,55,76,79,66,57,49,49,47,42,38,37,34,32,29,24,23,23,21,21,19,19,17
2,267,9,24,197,384,277,167,116,93,82,68,62,55,53,46,44,41,34,32,32,30,30,25,25,23,25,21,22,20,21,17,19,17
2,267,9,25,27,50,38,26,19,18,18,15,14,15,13,14,12,12,11,14,13,11,10,11,15,12,13,10,10,11,10,9,11,11
2,267,10,18,10,10,7,10,10,9,9,11,9,9,12,10,11,10,9,11,10,11,9,9,10,10,11,9,11,11,8,10,9,12
2,267,10,18,10,10,7,10,10,9,9,11,9,9,12,10,11,10,9,11,10,11,9,9,10,10,11,9,11,11,8,10,9,12
2,267,10,19,10,9,9,11,11,12,8,10,10,10,10,10,12,12,12,12,16,19,24,31,31,31,28,26,21,20,15,14,15,15
2,267,10,19,10,9,9,11,11,12,8,10,10,10,10,10,12,12,12,12,16,19,24,31,31,31,28,26,21,20,15,14,15,15
2,267,10,20,10,11,12,13,9,9,8,10,11,12,15,19,24,35,62,79,83,84,90,88,73,65,50,42,36,31,31,27,23,24
2,267,10,21,12,9,9,13,16,18,25,32,42,72,97,95,89,82,89,85,67,56,48,39,34,31,30,26,25,23,24,22,23,19
2,267,10,22,31,110,131,158,188,149,140,151,133,117,101,81,66,56,50,45,39,37,35,34,32,30,29,25,26,24,23,20,21,23
2,267,10,23,136,334,324,243,201,144,108,88,76,64,57,53,46,43,40,36,36,36,32,32,28,30,25,21,21,21,20,18,17,18
2,267,10,24,39,65,55,43,29,27,21,18,19,17,16,15,14,14,13,14,13,14,15,13,15,10,13,13,12,12,12,11,12,13
2,267,10,25,8,11,12,12,12,11,11,11,11,9,11,7,10,11,10,9,10,10,10,11,11,10,11,10,8,12,10,10,12,8
2,267,11,5,7,11,8,11,11,17,21,22,20,17,18,17,20,19,20,19,19,19,17,18,18,15,16,15,14,17,14,13,12,11
2,267,11,6,10,9,10,11,17,60,89,85,78,63,64,66,72,75,96,109,96,108,111,100,91,71,58,50,41,38,33,32,29,26
2,267,11,7,10,9,10,10,9,17,19,20,18,19,18,19,18,20,23,25,24,27,28,27,25,24,19,16,16,14,16,14,14,15
2,267,12,4,14,15,16,18,16,14,10,13,11,11,10,9,13,8,11,11,10,11,10,11,11,11,12,10,9,12,11,11,12,10
2,267,12,5,66,121,138,141,116,84,61,47,41,33,31,31,29,27,24,24,20,22,18,19,21,16,17,17,15,15,14,15,14,13
2,267,12,6,48,82,93,99,87,67,48,36,34,29,27,25,23,21,20,20,19,17,17,16,17,16,17,16,13,14,14,13,12,13
2,267,12,7,10,11,11,10,12,11,12,11,8,10,7,9,11,10,10,12,11,12,10,10,11,8,8,13,11,8,9,12,10,10
2,268,8,28,10,10,12,10,10,10,9,11,9,10,11,12,10,9,9,12,10,16,18,15,13,14,11,13,13,13,14,9,11,11
2,268,8,29,9,11,9,13,8,9,9,10,9,10,10,11,18,23,23,26,41,72,92,77,56,48,38,30,25,27,23,21,21,21
2,268,8,30,11,9,9,11,11,12,10,11,10,8,8,12,20,28,27,23,24,28,32,27,20,19,18,17,15,15,15,13,14,13
2,268,8,31,10,11,8,10,11,9,11,11,11,10,11,10,11,9,8,9,9,10,10,11,12,10,12,9,10,10,12,10,9,10
2,268,9,29,11,13,9,10,10,11,10,9,14,12,12,12,13,12,10,12,11,11,10,10,11,10,8,11,13,10,11,10,9,12
2,268,9,30,17,19,17,30,37,31,27,40,86,90,66,55,47,40,38,33,26,24,22,21,22,19,17,18,16,19,15,17,15,15
2,268,9,31,95,155,120,125,127,95,74,67,83,80,63,50,45,40,34,32,32,28,26,26,22,22,23,21,18,20,18,17,16,16
2,268,9,32,39,59,46,38,28,21,23,16,15,15,17,14,15,12,13,15,12,10,12,11,12,11,12,13,11,12,13,11,12,8
2,268,10,33,10,12,11,10,11,8,11,11,12,10,10,10,10,9,8,11,11,10,11,14,16,19,13,11,11,10,8,9,9,11
2,268,10,34,10,11,8,8,12,12,11,9,10,10,9,9,11,12,9,10,15,31,40,71,108,100,66,46,36,31,27,24,23,21
2,268,10,35,10,11,9,10,12,11,10,11,9,10,10,10,10,10,19,33,58,112,128,113,99,74,53,41,38,32,28,28,25,24
2,268,10,35,10,11,9,10,12,11,10,11,9,10,10,10,10,10,19,33,58,112,128,113,99,74,53,41,38,32,28,28,25,24
2,268,10,36,9,10,9,10,12,10,10,10,9,11,8,9,11,10,14,22,24,26,23,22,18,15,15,13,13,12,13,12,12,10
2,268,10,36,9,10,9,10,12,10,10,10,9,11,8,9,11,10,14,22,24,26,23,22,18,15,15,13,13,12,13,12,12,10
2,268,10,37,10,12,10,11,10,8,11,10,9,9,10,8,9,11,11,11,9,12,11,12,11,10,11,10,11,10,10,7,9,11
2,268,10,37,10,12,10,11,10,8,11,10,9,9,10,8,9,11,11,11,9,12,11,12,11,10,11,10,11,10,10,7,9,11
2,268,11,35,13,11,8,10,11,11,9,10,10,11,7,10,11,15,15,16,12,11,12,10,13,11,9,9,10,11,11,8,11,8
2,268,11,35,13,11,8,10,11,11,9,10,10,11,7,10,11,15,15,16,12,11,12,10,13,11,9,9,10,11,11,8,11,8
2,268,11,36,9,11,10,10,9,11,8,9,12,13,22,30,73,103,87,63,46,36,28,26,22,23,21,20,20,20,16,16,17,14
2,268,11,36,9,11,10,10,9,11,8,9,12,13,22,30,73,103,87,63,46,36,28,26,22,23,21,20,20,20,16,16,17,14
2,268,11,37,9,10,9,10,14,20,26,48,72,71,78,85,87,80,62,44,36,31,31,28,23,24,22,21,21,20,20,19,19,16
2,268,11,37,9,10,9,10,14,20,26,48,72,71,78,85,87,80,62,44,36,31,31,28,23,24,22,21,21,20,20,19,19,16
2,268,11,38,17,36,34,50,88,144,151,134,127,100,76,59,49,44,38,34,31,32,28,26,26,23,22,23,17,19,15,19,18,17
2,268,11,39,115,299,265,185,147,121,93,75,62,53,49,42,40,37,35,31,33,30,27,27,25,25,22,18,20,19,18,18,17,15
2,268,11,40,82,185,148,93,64,47,36,33,30,30,27,23,22,23,23,23,20,19,19,18,17,15,14,14,14,13,14,14,14,13
2,268,11,41,15,24,22,16,13,13,12,10,12,13,14,12,14,12,12,11,9,9,10,12,9,10,11,8,11,13,12,10,13,9
2,268,12,1,140,303,252,211,196,157,160,136,114,97,82,73,65,61,55,50,46,40,38,36,34,33,30,28,25,26,23,22,22,21
2,268,12,2,43,90,90,126,159,166,247,238,255,247,215,196,213,244,208,168,151,149,146,122,105,90,75,67,61,57,51,51,44,42
2,268,12,3,10,11,9,11,15,18,20,23,27,32,30,32,56,83,79,76,78,120,145,134,112,86,65,50,43,36,33,32,32,28
2,268,12,4,9,8,9,10,10,10,10,10,11,9,9,9,10,11,9,12,11,13,13,15,16,16,11,13,12,10,11,10,12,9
2,269,9,35,9,12,11,11,10,10,12,8,12,12,9,9,12,10,11,10,10,10,9,12,15,17,14,12,13,11,10,12,10,10
2,269,9,35,9,12,11,11,10,10,12,8,12,12,9,9,12,10,11,10,10,10,9,12,15,17,14,12,13,11,10,12,10,10
2,269,9,36,11,9,10,9,9,7,13,10,13,11,12,16,17,18,20,20,29,36,35,39,53,58,49,35,30,26,22,20,18,18
2,269,9,36,11,9,10,9,9,7,13,10,13,11,12,16,17,18,20,20,29,36,35,39,53,58,49,35,30,26,22,20,18,18
2,269,9,37,14,19,22,24,34,36,37,38,45,39,39,49,52,47,44,38,35,35,31,28,28,26,25,20,18,18,19,18,17,17
2,269,9,37,14,19,22,24,34,36,37,38,45,39,39,49,52,47,44,38,35,35,31,28,28,26,25,20,18,18,19,18,17,17
2,269,9,38,45,91,87,74,65,56,48,40,33,31,28,28,26,23,23,20,21,19,19,16,14,17,16,15,13,16,15,13,14,13
2,269,9,39,16,22,21,17,17,14,13,11,9,15,11,14,11,11,12,10,13,11,10,9,12,11,12,12,10,12,12,9,12,10
2,269,13,58,11,8,11,11,9,9,11,9,6,10,13,11,9,11,11,11,9,9,11,14,19,28,22,18,15,12,13,10,13,15
2,269,13,59,9,8,11,9,10,9,10,8,13,12,9,9,8,9,10,9,9,10,22,73,122,122,90,60,44,34,33,31,27,25
2,269,13,60,8,9,11,11,11,13,8,11,9,9,9,10,8,12,11,16,48,107,130,133,110,88,65,49,41,34,32,31,27,26
2,269,13,61,10,9,9,10,11,9,11,13,8,11,10,11,10,11,19,67,176,255,215,138,93,70,56,49,45,41,38,34,32,31
2,269,13,62,9,9,12,9,11,9,11,11,11,10,11,10,18,41,106,163,147,109,80,59,44,40,35,32,31,27,25,24,25,23
2,269,13,63,10,10,9,11,7,9,10,10,8,12,12,29,79,117,108,87,64,46,35,34,28,25,26,24,19,19,20,18,17,17
2,269,13,64,10,11,9,10,9,11,9,12,11,22,67,102,113,99,69,51,38,32,29,28,26,23,23,18,21,20,18,17,18,16
